tweet,class,words,polarity,emotion
 tienes toda la razón yo nunca salgo de mi zona de confort,Depressed,12,neutral,others
 gracias pero seré mi peor enemigo,Depressed,6,negative,others
 decirme algo bueno a mí mismo pero luego ser como si estuvieras equivocado,Depressed,13,negative,others
 sería genial si canalizo mi ansiedad para estar obsesionado contigo,Depressed,10,positive,joy
 Realmente no veo el punto de mí,Depressed,7,neutral,others
 tomar mierda personalmente para que pueda sentir que importo,Depressed,9,negative,sadness
 pensar en el cuidado de la piel y la muerte,Depressed,10,neutral,others
 los siete ciervos de levantarse de la cama,Depressed,8,neutral,others
" volver a unirme a la sociedad, cariño, nunca me uno",Depressed,10,neutral,joy
 Me refiero a joder todo tipo de,Depressed,7,negative,others
" Bueno, hoy ya estará destruido, así que también podría joderlo un poco más.",Depressed,13,negative,others
Me veo cada vez más inseguro en cámara lenta.,Depressed,9,negative,others
 cuando la gente habla de amor propio siento que son una broma,Depressed,12,negative,others
 alguien me envía amor y luz pero nunca recibo el paquete,Depressed,11,neutral,others
 me encanta llamar la atención y fingir que no me importa llamar la atención,Depressed,14,neutral,others
 awwww mira estas lindas banderas rojas,Depressed,6,positive,joy
 lo siento no puedo contemplar mi soledad cósmica,Depressed,8,neutral,sadness
 recordatorio de que después de 5 minutos siempre quiero irme,Depressed,10,neutral,others
 soy un adicto al silencio necesito más y más silencio solo para mantener,Depressed,13,neutral,others
 tratar de averiguar de qué arrepentirse,Depressed,6,negative,others
 no tengo autoestima pero si tengo ego,Depressed,7,neutral,others
 ¿Qué significa mantenerse fuerte y tengo que hacerlo?,Depressed,8,neutral,others
 no seas paranoico nah seré paranoico,Depressed,6,negative,others
cuando la gente es amable conmigo entró en pánico,Depressed,9,neutral,others
 no seré valiente solo seré impulsivo,Depressed,6,neutral,others
 ser me voy a meter en problemas por ser yo,Depressed,10,negative,others
 seré fiel a mí mismo durmiendo todo el tiempo,Depressed,9,neutral,others
 me siento un poco mal así que obviamente muero,Depressed,9,negative,sadness
 ven a pasar el rato con mi ansiedad,Depressed,8,neutral,others
" cuando escucho a la gente hablar, honestamente siento que soy de otro planeta",Depressed,13,neutral,others
 sintámonos mal el uno por el otro,Depressed,7,negative,sadness
" si yo fuera un árbol, siento que no sería tan genial como un árbol",Depressed,14,positive,joy
 estoy bien para estar cerca de la gente durante cinco minutos o menos,Depressed,13,neutral,others
 mi versión del control de impulsos es solo arrepentimiento,Depressed,9,neutral,others
 que sea todo más mierda un si,Depressed,7,neutral,others
" no, no puedo simplemente enfrentar la realidad",Depressed,7,negative,others
 lo siento pero odio todo más que tu,Depressed,8,negative,others
 no estoy seguro de cómo existir,Depressed,6,neutral,others
 doy buenos consejos a todos menos a mi,Depressed,8,neutral,others
 no claro que no se lo que quiero,Depressed,8,neutral,others
 se siente bien saber que apestas ahora,Depressed,7,positive,others
 nunca se lo que siento porque no quiero,Depressed,8,negative,others
" no, no voy a ir a sentir mi sentir",Depressed,9,negative,others
" revelará mi necesidad, hazme desagradable, mantente atento a la emocionante conclusión.",Depressed,11,neutral,others
" oh, mira, será un infierno de mi propia creación",Depressed,9,neutral,others
 susurro durante el sexo ¿mi estúpida vida se ve bien en línea?,Depressed,12,neutral,others
 me gusta cuando no se que existes,Depressed,7,neutral,others
 solo puedo hacer como la mitad de una cosa por día,Depressed,11,neutral,others
 tal vez se supone que no debo estar bien,Depressed,9,neutral,others
" lo siento, no puedo compararme con extraños en Internet",Depressed,9,neutral,sadness
por qué sí si odio todo gracias por preguntar,Depressed,9,neutral,others
 cuando algo parece bueno suele ser malo,Depressed,7,negative,others
 el mejor consejo que puedo darte es que no me escuches,Depressed,11,positive,others
 déjanos jugar a que no seas un imbécil,Depressed,8,negative,anger
" Si me necesitas, me preocuparé por las cosas que escapan a mi control.",Depressed,13,neutral,others
 ¿Puedo interesarte en mi intento pasivo-agresivo de estar bien?,Depressed,9,neutral,others
 hola humanos mi libro estará a la venta,Depressed,8,neutral,others
 me daré algo por lo que llorar,Depressed,7,negative,sadness
 consideraría salir de la cama si el mundo fuera otra cama,Depressed,11,neutral,others
 otras personas me hacen sentir muy solo,Depressed,7,negative,sadness
 me gusta saludar el nuevo día volviendo a la cama,Depressed,10,positive,joy
" a todos les gusta, así que sé que es malo",Depressed,10,negative,others
 escucha tengo suficientes oportunidades para crecer,Depressed,6,neutral,joy
 temo lo desconocido y el saber,Depressed,6,neutral,others
 orgulloso partidario de la defensa del no pido ser oso,Depressed,10,neutral,joy
" cuando como en un baño, sé mi verdadero yo",Depressed,9,neutral,others
 a veces recuerdo que existo y soy como oh no,Depressed,10,neutral,others
 ser en realidad supongo que me gusta vivir mi vida,Depressed,10,positive,others
"Cuando algo bueno está a punto de suceder, siento que ya ha terminado.",Depressed,13,neutral,others
 pretendo ser fuerte para que la gente me deje en paz,Depressed,11,neutral,others
 Ya puedo decir que mi destino será ir a ser molesto,Depressed,11,neutral,others
 cuando estoy solo estoy casi bien,Depressed,6,neutral,others
 casa de la subida de la ansiedad,Depressed,7,neutral,others
 alguien me pregunta cómo estoy y les digo y es demásiado,Depressed,11,neutral,others
 Odio cuando las cosas que necesito hacer para mantenerme con vida interfieren con mi disociación,Depressed,15,negative,others
 déjame saber qué puedo hacer para que te guste,Depressed,9,neutral,others
 tengo una pesadilla que tengo que hablar con la gente,Depressed,10,neutral,others
 imagina pensar que tienes razón en cualquier cosa,Depressed,8,negative,others
" ¿Qué es esto, oh, solo mi problema principal subyacente?",Depressed,9,neutral,others
 diviértete siente tu sentir estaré aquí evita el mío,Depressed,9,positive,joy
 estar vivo sentirse como un problema,Depressed,6,negative,others
 quiero decir que no saldría conmigo,Depressed,6,neutral,others
 prefiero no hacer nada con mis problemás y seguir preocupándome por ellos,Depressed,12,negative,others
 los mejores años de mi vida no serán tan buenos,Depressed,10,positive,joy
 mi mamá hola yo soy oso sin consentimiento,Depressed,8,neutral,joy
 no me gusta nadie ni yo,Depressed,6,neutral,others
 demásiado cansado para aprender a amarme a mí mismo,Depressed,9,negative,sadness
 sigo haciendo un poco de ruido como grnnghgh solo para asegurarme de que sigo vivo,Depressed,15,neutral,others
" si es malo, supongo que se trata de mí",Depressed,9,neutral,others
 sigo significando ser una persona diferente,Depressed,6,neutral,others
 mantente fuerte parece falso e innecesario,Depressed,6,negative,others
 cojo amor lloro solo olvido que lo amo,Depressed,8,neutral,joy
 quiero ver un video de mi padre ok,Depressed,8,neutral,others
 estoy cansado de mantenerlo unido y ni siquiera lo mantendré unido,Depressed,11,neutral,others
" sea lo que sea, en realidad lloro",Depressed,7,negative,sadness
 piensa en la muerte y en mi pelo al mismo maldito tiempo,Depressed,12,negative,others
 una corporación trate de darme una conferencia sobre empatía,Depressed,9,neutral,others
 olvidar beber agua durante un año,Depressed,6,neutral,others
" No me humedezco, hidrato ni me lleno de amor propio y estará bien.",Depressed,13,positive,joy
 imagínate si esto se convierte en una de esas cuentas de afirmaciones positivas jajaja,Depressed,14,neutral,others
" ok, eso es suficiente para mí por hoy, vuelve a la cama.",Depressed,12,neutral,others
 ¿Podemos tener una reunión de Zoom sobre por qué me rechazas?,Depressed,11,neutral,others
 a veces digo que tal vez ya no tengo depresión y luego la tengo,Depressed,14,neutral,others
" oh, mira, será una pérdida de interés en las cosas que alguna vez disfruté",Depressed,14,neutral,sadness
 básicamente soy solo una siesta esperando a que suceda,Depressed,9,neutral,others
 ¿Me estás subtwitteando? No lo sé.,Depressed,6,neutral,others
 esta noche sera buena regla febos,Depressed,6,positive,others
" Todavía tengo miedo de lo mío, siento el musical.",Depressed,9,negative,fear
 no es que quiera ser otra persona no quiero ser cualquier persona,Depressed,12,neutral,others
 ¿He encontrado la aceptación de mí mismo? No. ¿Me tolero a regañadientes?,Depressed,12,negative,others
 no he encontrado la paz interior,Depressed,6,positive,joy
 que el milagro de la pascua brille en tu corazón para siempre,Depressed,12,positive,joy
 oh diablos no yo cada maldito segundo,Depressed,7,neutral,surprise
" no, no puedo salir de la cama",Depressed,7,negative,others
 el miedo al futuro sea mi estado natural de descanso,Depressed,10,neutral,others
" Siento que superé todo, pero no lo suficiente como para evitar la decepción.",Depressed,13,negative,sadness
 el perdido arte de cerrar la puta boca,Depressed,8,negative,anger
" Soy consciente de lo que hago, pero no lo suficiente como para parar.",Depressed,13,negative,others
 por el amor de dios alguien me puede sacar de mi cuerpo,Depressed,12,neutral,others
una cosa en la que me gustaría ser una muerte pacífica,Depressed,11,negative,others
 algunos de ustedes son amados incondicionalmente por su madre y se nota,Depressed,12,positive,joy
 mi estilo de apego evitativo decir hola,Depressed,7,neutral,others
 cuál es la diferencia entre mis dos twitter aquí lo deletreo en lo deletreo ven,Depressed,15,neutral,others
 estoy totalmente en silencio o compartiendo totalmente,Depressed,7,negative,others
 una cosa que no me gusta ser como son las cosas,Depressed,11,neutral,others
 mi cara realmente me pone de los nervios,Depressed,8,negative,others
" Hola, lamento molestarte, pero ¿puedes validar rápidamente mi existencia?",Depressed,9,neutral,others
 a veces pienso que mi autoestima mejora y luego es como,Depressed,11,neutral,others
 ¿Por qué no puedo ser tu crush?,Depressed,7,neutral,others
 susurro durante el sexo crees que soy suficiente,Depressed,8,neutral,others
 vivir con miedo ser lo mío,Depressed,6,negative,others
 solo quiero sentarme tranquilamente con mi padre,Depressed,7,neutral,others
Me gustaría ser un bagel con queso crema.,Depressed,8,neutral,others
 perdonarme pero luego castigarme por otra cosa,Depressed,7,neutral,anger
 cuando esté despierto no esté trabajando,Depressed,6,neutral,others
 donar mi tweet a la ciencia,Depressed,6,neutral,others
" intenta hacer afirmaciones positivas y sé como, pero ¿y si me equivoco?",Depressed,12,neutral,others
 me siento abrumado y no puedo hacer una mierda,Depressed,9,negative,sadness
" por favor, mantén a la sociedad alejada de mí gracias",Depressed,10,neutral,others
 Me encanta culparme por cosas que no me involucran,Depressed,9,negative,others
 no puedo esperar para contarte sobre mi sufrimiento,Depressed,8,neutral,others
 mi cuerpo me defrauda más cada día que pasa,Depressed,9,negative,surprise
" No soy el único que lucha, pero soy el único con el que paso el tiempo.",Depressed,16,neutral,joy
estoy despierto y listo para ser mediocre,Depressed,7,negative,others
 Extraño mi planeta natal y no tengo idea de qué es.,Depressed,11,negative,others
 nada bueno sucede fuera de la cama,Depressed,7,neutral,others
 estar listo para convertirme en un mejor yo no realmente,Depressed,10,neutral,others
 no soy tan bueno para ser una persona,Depressed,8,positive,others
 Siempre estoy un poco molesto y excitado al mismo tiempo.,Depressed,10,neutral,others
seré un perdedor y estará bien,Depressed,6,neutral,others
 creo que pasare el día imaginando lo peor,Depressed,8,negative,sadness
 pasar cinco horas en pornhub cuando quiero másturbarme rápidamente e irme a la cama al musical,Depressed,16,neutral,others
 lo que mi cerebro me enseña sobre la autotortura,Depressed,9,neutral,others
 que bolsa de doritos me enseñen sobre los siete ciervos del duelo,Depressed,12,neutral,others
 tengo muchos sentimientos ninguno de ellos bueno,Depressed,7,neutral,others
 hoy no sea lo que llamarías un buen día,Depressed,9,positive,others
 Me gustan las fotos donde no puedes ver mi cuerpo o mi cara.,Depressed,13,neutral,others
" Me gusta pretender que si no quiero tener una sensación, simplemente no puedo tenerla.",Depressed,14,positive,others
"no, no puedo simplemente aceptarme como soy",Depressed,7,negative,others
 lo mejor es cuando todos se callan,Depressed,7,neutral,others
 siempre asumo que soy totalmente jodido solo para estar seguro,Depressed,10,negative,others
 mírate en el espejo no confío en ti,Depressed,8,neutral,others
 hoy será el primer día del resto de mi siesta,Depressed,10,neutral,others
